video_url,user_url,username,title,view_num,created_at,shortdesc,collected_at
/watch?v=JyBQhJjkAq4&pp=ygULZmFpcnkgY3JlZWs%3D,/@vancouversun674,Vancouver Sun,Premier responds to ongoing dispute at Fairy Creek | Vancouver Sun,12K,4 years,"Premier John Horgan; Bruce Ralston, Minister of Energy, Mines and Low Carbon Innovation; Kelly Greene, Parliamentary ...",2026-01-20 17:03:59.359456
/watch?v=oVET19Nyh7U&pp=ygULZmFpcnkgY3JlZWs%3D,/@imaviindependentmediaassoc6190,IMAVI Independent Media Association ,Preparing Mentally | Fairy Creek Blockade,589,4 years,Peaceful protestors talk about how they are preparing mentally for expected enforcement by the RCMP. Pacheedaht Nation ...,2026-01-20 17:03:59.360572
/watch?v=6xxjlJDxfH0&pp=ygULZmFpcnkgY3JlZWs%3D,/@CBCNews,CBC News,Fairy Creek protests could be flashpoint for federal election issues,7.4K,4 years,"Protests of old-growth logging on southern Vancouver Island have highlighted key issues — including use of force by police, ...",2026-01-20 17:03:59.361762
/watch?v=V-eJP6Wi9kI&pp=ygULZmFpcnkgY3JlZWs%3D,/@CanadianEh,Canadian Eh,the Beginning of the Fairy Creek Protests - Vancouver Island BC Canada Port Renfrew,8.4K,5 years,"Before all the noise... There were a few people who went to Fairly Creek, and simply stood on the roads. In the middle of nowhere.",2026-01-20 17:03:59.362914
/watch?v=8_x7pJ6p_lM&pp=ygULZmFpcnkgY3JlZWs%3D,/@imaviindependentmediaassoc6190,IMAVI Independent Media Association ,"Humans of Fairy Creek | ""Momma G"", Documentary Filmmaker",179,4 years,Momma G was arrested shortly after this interview for blockading with several others.,2026-01-20 17:03:59.365577
/watch?v=EAKGgOZFhzM&pp=ygULZmFpcnkgY3JlZWs%3D,/@aptnnews,APTN News,The fight over Fairy Creek on Vancouver Island intensifies after an injunction granted | APTN News,2.8K,4 years,Blockades and support is growing after the conservation group called the Rainforest Flying Squad was ordered by the B.C. courts ...,2026-01-20 17:03:59.367629
/watch?v=MGvz6CUcb3o&pp=ygULZmFpcnkgY3JlZWs%3D,/@chek_media,CHEK Media,Anger over Fairy Creek protests sprouts up at pro-logging rally on Vancouver Island,6.2K,4 years,A planned peaceful rally supporting logging activities in B.C. became heated as forestry supporters encountered Fairy Creek ...,2026-01-20 17:03:59.371137
/watch?v=G9P0MII5JmA&pp=ygULZmFpcnkgY3JlZWs%3D,/@cbcbritishcolumbia,CBC British Columbia,Protests across B.C. call out RCMP enforcement at Fairy Creek blockade,10K,4 years,Hundreds of protesters gathered at 15 RCMP detachments across British Columbia on Monday to bring attention to what they feel ...,2026-01-20 17:03:59.374198
/watch?v=kMeuVnvzVNA&pp=ygULZmFpcnkgY3JlZWs%3D,/channel/UCG4LAAROZ8CTXQLpjT2jpsg,KRi8 LABs,Saving Fairy Creek: Canada’s Largest Civil Disobedience Case | Award-Winning Documentary,21K,1 year,"This powerful documentary, ""A Journey into Systemic Racism,"" explores Canada's largest case of civil disobedience through the ...",2026-01-20 17:03:59.376203
/watch?v=Zc2kOyw6x0I&pp=ygULZmFpcnkgY3JlZWs%3D,/@NiceLadyProductions,Nice Lady Productions,Save the Fairy Creek Watershed!,3K,4 years,A short documentary amplifying what I witnessed this past long weekend. I hope this film helps spread the word about the ...,2026-01-20 17:04:07.003984
/watch?v=Q1bv_dnmxtg&pp=ygULZmFpcnkgY3JlZWs%3D,/@CanadianEh,Canadian Eh,Honest BC Logger - Fairy Creek - Bravely Gives His Opinion on Old Growth Logging Blockade Vancouver,6.7K,4 years,FairyCreek #FairyCreekBlockade #FairyCreekProtest #WorthMoreStanding #OldGrowthBlockade #OldGrowthForests ...,2026-01-20 17:04:07.005714
/watch?v=kW5wMoHaKfo&pp=ygULZmFpcnkgY3JlZWs%3D,/@ReFrameFilmFestival,ReFrame Film Festival 2026,FAIRY CREEK • ReFrame Film Festival 2026,24,4 weeks,Jen Muranetz / Canada / 2024 / 77 mins Sat Jan 31 2026 • 10:00 AM • Showplace The Fairy Creek (Ada'itsx) valley sprawls ...,2026-01-20 17:04:07.008319
/watch?v=fHiBuf-APkM&pp=ygULZmFpcnkgY3JlZWs%3D,/@aptnnews,APTN News,Could Fairy Creek protests be solved by BC implementing its Old Growth Strategic Review? | APTN News,1K,4 years,A member of the Tahltan Nation in British Columbia says the province's forestry practices need to be modernized – and the ...,2026-01-20 17:04:07.013023
/watch?v=z8FYzaLl8bA&pp=ygULZmFpcnkgY3JlZWs%3D,/@aptnnews,APTN News,"Demonstrations at Fairy Creek continue after injunction expires, police still arresting | APTN News",7.8K,4 years,People behind the blockades that are protecting the old-growth forest in an area known as Fairy Creek on Vancouver Island say ...,2026-01-20 17:04:07.017372
/watch?v=HV8w1G-CkbE&pp=ygULZmFpcnkgY3JlZWvSBwkJTwoBhyohjO8%3D,/@imaviindependentmediaassoc6190,IMAVI Independent Media Association ,Road to Waterfall | Fairy Creek Blockade Monday May 31,929,4 years,"When the RCMP move the exclusion zone further down from Waterfall Camp, peaceful protestors occupy a small stretch of public ...",2026-01-20 17:04:07.020151
/watch?v=I6a8pSuxIms&pp=ygULZmFpcnkgY3JlZWs%3D,/@aptnnews,APTN News,Fairy Creek protesters call for oversight body to investigate RCMP | APTN News,1.3K,3 years,"There are new developments in the Fairy Creek old growth logging protests on Vancouver Island, B.C. Four groups involved in the ...",2026-01-20 17:04:07.021593
/watch?v=o838RBcwKhA&pp=ygULZmFpcnkgY3JlZWs%3D,/@ShannonIreland222,Shannon,"Fairy Creek / Avatar Grove, Vancouver Island BC",13,4 years,Life on the West Coast of Vancouver Island. Fairy Creek and Avatar Grove. We visited there in 2019 and it was truly one of my ...,2026-01-20 17:04:07.024607
/watch?v=dtkRcO7KDmU&pp=ygULZmFpcnkgY3JlZWvSBwkJTwoBhyohjO8%3D,/@aptnnews,APTN News,Fairy Creek arrests | APTN News,3.4K,3 years,"RCMP say three First Nations have repeatedly asked protestors to leave the territory, but those opposed to the logging say ...",2026-01-20 17:04:07.026321
/watch?v=dJafC3H9-x0&pp=ygULZmFpcnkgY3JlZWs%3D,/@riselikelions5252,Rise Like Lions,Fairy Creek: The Battle to Save Canada's Old Growth Forests,187,4 years,"This video explores the ongoing standoff at Fairy Creek, British Columbia, between logging corporation Teal-Jones and forest ...",2026-01-20 17:04:07.028491
/watch?v=9t4y1QNM5Qo&pp=ygULZmFpcnkgY3JlZWs%3D,/@CBCTheNational,CBC News: The National,B.C. First Nations call for pause to old-growth logging in Fairy Creek,5.4K,4 years,Three B.C. First Nations want forestry workers to temporarily stop cutting old-growth trees on their traditional territory on ...,2026-01-20 17:04:07.031370
/watch?v=Ln_9sTuFqMk&pp=ygULZmFpcnkgY3JlZWs%3D,/@TreeSisters,TreeSisters,Indigenous Wisdom for the Earth ~ Saving Fairy Creek Forest with Mama's Movement,355,4 years,"In this video Paula and Asha co-founders of the Mama's Movement introduce themselves and their group, share with you the ...",2026-01-20 17:04:07.034313
/watch?v=U2gfLgr83Ag&pp=ygULZmFpcnkgY3JlZWs%3D,/@InstitutefortheHumanities,Institute for the Humanities,"""Fairy Creek and the Climate Emergency""",156,4 years,"Rainbow Eyes, Jerome Turner, Aaron Neil Bourne, & Elder Bill Jones Panel Discussion October 13, 2021 Organized and ...",2026-01-20 17:04:07.037466
/watch?v=clb04r4VKcM&pp=ygULZmFpcnkgY3JlZWs%3D,/@vancouversun674,Vancouver Sun,Premier announces government approval to defer logging at Fairy Creek | Vancouver Sun,10K,4 years,"Premier John Horgan media availability, responds to the Nations' request for deferrals in Fairy Creek. ___ About: Since 1912, the ...",2026-01-20 17:04:07.040946
/watch?v=oPkytC3Ku9Y&pp=ygULZmFpcnkgY3JlZWs%3D,/@cbcbritishcolumbia,CBC British Columbia,Fairy Creek protests continue after charges against demonstrators dropped,3.3K,2 years,"After cases against 146 Fairy Creek protesters were dropped, those hoping to stop logging in old growth forests have resumed ...",2026-01-20 17:04:07.042404
/watch?v=D8x896chLvA&pp=ygULZmFpcnkgY3JlZWs%3D,/@howardbreen2967,Howard Breen,XRTV Season 1 Episode 3: Fairy Creek Old Growth Logging Blockade - Scientist Speaks Truth to Power,113,4 years,"Behind the scenes at BC blockade to save old growth in pristine Fairy Creek watershed, the last intact watershed on southern ...",2026-01-20 17:04:07.043727
/watch?v=DxITkgT1D4Y&list=RDDxITkgT1D4Y&start_radio=1&pp=ygULZmFpcnkgY3JlZWugBwE%3D,/@musicforgeofficial,Music Forge,Music Forge - Fairy Creek (feat. Francesca Federico - vocals),932,2 years,"Track 4 of my album ""Extraordinary"" This track features a fairy-tale like melody and mood. It is a solo viola throughout that carries ...",2026-01-20 17:04:07.047233
/watch?v=AVxNHQ2pQkc&pp=ygULZmFpcnkgY3JlZWs%3D,/@sandlervivian,Sandler Vivian,Canada's Dirty Secret: Killing Our Ancient Forests ~ the Fairy Creek Blockades,426,4 years,IT IS TIME TO COME TOGETHER TO PROTECT OUR ANCIENT FORESTS! excited to read your creative ideas in the comments ...,2026-01-20 17:04:07.051214
/watch?v=S9q4gsG6h7I&pp=ygULZmFpcnkgY3JlZWvSBwkJTwoBhyohjO8%3D,/@RaymondParkerPhoto,Raymond Parker,Documenting the Fairy Creek Old Growth Protest | Video & Stills,2.3K,4 years,The Fairy Creek Valley on southern Vancouver Island has become the locus for protests against logging of the last remaining old ...,2026-01-20 17:04:07.052886
/watch?v=ScV9sbvQKyI&pp=ygULZmFpcnkgY3JlZWs%3D,/@aptnnews,APTN News,RCMP in B.C. make arrests against land defenders involved in Fairy Creek logging protest | APTN News,2.3K,1 month,"According to land defenders, 40 to 50 RCMP officers arrived in the upper Walbran Valley on Vancouver Island and arrested up to ...",2026-01-20 17:04:07.054149
/watch?v=8ISGHgTdDAU&pp=ygULZmFpcnkgY3JlZWvSBwkJTwoBhyohjO8%3D,/@OutspokenNarrative,Outspoken Narrative,A Last Stand For Our Forests - Fairy Creek,665,4 years,The Fairy Creek blockade has been going for months to prevent the logging of some of the last old-growth forests on Vancouver ...,2026-01-20 17:04:14.254437
/watch?v=Vb7gyib56l8&pp=ygULZmFpcnkgY3JlZWs%3D,/@chek_media,CHEK Media,Green Party deputy leader appeals jail time for Fairy Creek protests,523,11 months,Angela (Rainbow Eyes) Davidson was sentenced to 60 days in jail for 2021 protests over old-growth logging. Her lawyer calls it ...,2026-01-20 17:04:14.255684
/watch?v=O4XU-Nf-SB4&pp=ygULZmFpcnkgY3JlZWs%3D,/@VancouverIslandRegionalLibrary,Vancouver Island Regional Library,Ecological Discoveries at Fairy Creek,131,4 years,Four biologists discuss the old growth forest ecology of the Fairy Creek Watershed and the unique species they have observed ...,2026-01-20 17:04:14.257573
/watch?v=-cMhiIuZn3g&pp=ygULZmFpcnkgY3JlZWs%3D,/@DeepGreenResistance,Deep Green Resistance,Fairy Creek Urgent Appeal,249,4 years,In this time sensitive urgent appeal Max Wilbert interviews forest defenders Joshua Wright and Carole Tootill concerning the Fairy ...,2026-01-20 17:04:14.258755
/watch?v=7hqlqTzWUTw&list=RD7hqlqTzWUTw&start_radio=1&pp=ygULZmFpcnkgY3JlZWugBwE%3D,/@CHLY1017FM,CHLY 101.7FM,Documentary filmed on the front lines of Fairy Creek coming to Nanaimo,5,5 months,A Documentary filmed on the front lines of what's been called Canada's largest act of civil disobedience is coming to Nanaimo.,2026-01-20 17:04:14.260011
/watch?v=Z2Ry6MbAL3c&pp=ygULZmFpcnkgY3JlZWs%3D,/@maiacarolsfeld5546,Maia Carolsfeld,Episode 12: Let's Talk - Old Growth Forests and Logging in Fairy Creek,9,4 years,"Source: https://www.podbean.com/eau/pb-ffi5t-1051517 Welcome back to another episode of EcoThink! This week, Yuko and ...",2026-01-20 17:04:14.263513
/watch?v=ipOyljFKqbs&pp=ygULZmFpcnkgY3JlZWs%3D,/@nikolascuff7719,Nikolas Cuff,JOHN HORGAN FAIRY CREEK,516,4 years,Premier John Horgan and the NDP government are allowing the last 1% of ancient giant trees logged. Trees over a thousand ...,2026-01-20 17:04:14.266365
/watch?v=3QAko7Q54So&pp=ygULZmFpcnkgY3JlZWs%3D,/@CastanetNews,Castanet News,Defer old-growth logging in Fairy Creek: First Nations,2.3K,4 years,"B.C. Premier John Horgan says the province will enter discussions with the Ditidaht, Huu-ay-aht, and Pacheedaht First Nations, ...",2026-01-20 17:04:14.267863
/watch?v=N8zl6oxr354&pp=ygULZmFpcnkgY3JlZWs%3D,/@BrutFR,Brut,En guerre pour la forêt : sur le front à Fairy Creek,25K,3 years,Ils sont prêts à tout pour défendre ces arbres qui ont parfois plus de 2000 ans et sont menacés par des industriels. Sur les terres ...,2026-01-20 17:04:14.269327
/watch?v=_UFMOUYqoEM&pp=ygULZmFpcnkgY3JlZWvSBwkJTwoBhyohjO8%3D,/@NEWS1130Vancouver,NEWS 1130,B.C. defers Fairy Creek old-growth logging for two years,3.9K,4 years,B.C.'s premier says old growth in the Fairy Creek watershed and central Walbran area will not take place for at least two years.,2026-01-20 17:04:14.270644
/watch?v=tA65owv_fQ8&pp=ygULZmFpcnkgY3JlZWs%3D,/@ckesting,Christoph Kesting,"Defecting from Action, Fairy Creek Old Growth",111,4 years,"Legal, financial and community support is needed for defectors of particular actions. Old Growth Loggers and RCMP which ...",2026-01-20 17:04:14.273892
/watch?v=7EHc_NcLPm8&pp=ygULZmFpcnkgY3JlZWs%3D,/@vancouverislandtreestories4876,Vancouver Island Tree Stories,Fairy Creek Watershed Blockade,1.1K,4 years,Public Defenders of the Ancient Rainforest on Southern Vancouver Island have set up a series of logging road blockades to ...,2026-01-20 17:04:14.277086
/watch?v=Z1jmVO7wZgg&pp=ygULZmFpcnkgY3JlZWs%3D,/@lillianpenner7207,Lillian Penner,I Am Listening   Fairy Creek Protest   Lillian Penner,151,5 years,Please Help! This video needs to be shared for public awareness. They want to log/clear cut the last of the old growth left on ...,2026-01-20 17:04:14.278321
/watch?v=LbryPJq9n2g&pp=ygULZmFpcnkgY3JlZWvSBwkJTwoBhyohjO8%3D,/@MapleEast,Maple East,"Exploring the Magic of Fairy Creek Falls | Fernie, British Columbia, Canada",92,1 year,"Join us on a breathtaking hike to Fairy Creek Falls in beautiful Fernie, BC! 🏞️ In this video, we'll take you through the 5 km ...",2026-01-20 17:04:14.279653
/watch?v=_K7VcYEbTL4&pp=ygULZmFpcnkgY3JlZWs%3D,/@CBCNews,CBC News,Trudeau challenged on B.C.’s Fairy Creek logging by First Nations protesters,17K,4 years,Dozens of Indigenous protesters gathered outside Justin Trudeau's hotel in Vancouver in one of multiple protests held this week ...,2026-01-20 17:04:14.281306
/watch?v=oaLw68D74PQ&pp=ygULZmFpcnkgY3JlZWs%3D,/@wildernesscommittee,Wilderness Committee,VIDEO - A Passionate call in the BC Legislature to save Fairy Creek old growth,1.7K,4 years,This is the Hansard video record of Green Party leader Sonia Furstenau standing in the British Columbia legislature on March 25 ...,2026-01-20 17:04:22.892862
/watch?v=WsY5inPb55I&pp=ygULZmFpcnkgY3JlZWs%3D,/@roxannepouliot7341,Roxanne Pouliot,Fairy Creek Blockade / Sharing,89,4 years,"Hey Everyone . In this video, I am sharing my feeling about current situation happening on Pacheedath territory here on the ...",2026-01-20 17:04:22.895777
/watch?v=PYTllK-H_uI&pp=ygULZmFpcnkgY3JlZWs%3D,/@imaviindependentmediaassoc6190,IMAVI Independent Media Association ,Elder Sings to Arrested Protestor | Fairy Creek May 31,82,4 years,"A peaceful protestor is arrested on Braden Rd, Pacheedaht Nation, 12km below Waterfall Camp. An elder sings her a song to ...",2026-01-20 17:04:22.899319
/watch?v=jYNdfIX-iKA&pp=ygULZmFpcnkgY3JlZWs%3D,/@coryabers8152,cory abers,Cries At Fairy Creek,1.9K,4 years,Thank you to @arvinoutside on instagram. With additional emails added at the end for you to send your concerns to. Please share ...,2026-01-20 17:04:22.901014
/watch?v=DsLGTahe5NE&pp=ygULZmFpcnkgY3JlZWs%3D,/@CBCArts,CBC Arts,"Near the Fairy Creek blockade, Jeremy Herndl paints and advocates for 1000-year-old trees",3.1K,4 years,"UPDATE: On the morning of June 9th, the RCMP dismantled the blockade at the Eden Grove encampment In an effort to protect ...",2026-01-20 17:04:22.902299
/watch?v=DJl8DQR-xCU&list=RDDJl8DQR-xCU&start_radio=1&pp=ygULZmFpcnkgY3JlZWugBwHSBwkJTwoBhyohjO8%3D,/@LukeWallaceMusic,Luke Wallace,Luke Wallace - Comeback (Fairy Creek Edit),17K,3 years,"Video by Alex Harris Song Engineering by Daniel Klenner Footage by Alex Harris, Arvin Singh, Alexi Liotti, Will O'Connel and Syd ...",2026-01-20 17:04:22.903649
/watch?v=GT0zbhZ0-v8&list=RDGT0zbhZ0-v8&start_radio=1&pp=ygULZmFpcnkgY3JlZWugBwE%3D,/@andreasmith1601,Andrea Smith,"Fairy Creek Song, by Andrea Smith",2.4K,4 years,"Proceeds from downloads will go directly to the Rain Forest Flying Squad until October 31 2021, ...",2026-01-20 17:04:22.906780
/watch?v=w8MY2zCbwPQ&pp=ygULZmFpcnkgY3JlZWs%3D,/@LotusEatersFilms,LotusEatersFilms,Fairy Creek Blockade Call to Action,1.2K,4 years,"https://laststandforforests.com/get-involved/intake-form/ For the creeks and the trees, ~RFS crew -- Rainforest Flying Squad ...",2026-01-20 17:04:22.907997
/watch?v=mZ7e6vcpPbE&pp=ygULZmFpcnkgY3JlZWs%3D,/@yellowpointecologicalsocie1259,Yellow Point Ecological Society,What's Happening at Fairy Creek?,370,4 years,"A Presentation by Pacheedaht Elder Bill Jones and Kathy Code, Rainforest Flying Squad spokesperson. With over 1100 arrests ...",2026-01-20 17:04:22.909801
/watch?v=1pvPr-cPtWw&pp=ygULZmFpcnkgY3JlZWs%3D,/@jamieblackiswildcraftplay,Jamie Black,2 messages from Fairy Creek Blockade,317,4 years,"I went to Fairy Creek Blockade on May 29th. I bring back 2 messages 1. This blockade is not against logging, it's specifically ...",2026-01-20 17:04:22.911006
/watch?v=pxeIquM2m6g&pp=ygULZmFpcnkgY3JlZWs%3D,/@imaviindependentmediaassoc6190,IMAVI Independent Media Association ,Humans of Fairy Creek | Otter,273,4 years,"""Otter"" on June 7th 2021 acting as Liaison to the police @ Hayhaka Camp, as part of the fairy creek blockade, protest.",2026-01-20 17:04:22.913051
/watch?v=DeXyoun2274&pp=ygULZmFpcnkgY3JlZWs%3D,/@aptnnews,APTN News,RCMP complaints commission flooded with complaints against police at Fairy Creek | APTN News,5.1K,4 years,The RCMP Civilian Review and Complaints Commission has been flooded with complaints against police at the Fairy Creek ...,2026-01-20 17:04:22.916401
/watch?v=PxuWBaxLP_Y&pp=ygULZmFpcnkgY3JlZWs%3D,/@globalnews,Global News,BC Premier John Horgan deferring old-growth forestry in Fairy Creek and the Central Walbran | FULL,6.2K,Streamed 4 years,The B.C. government is deferring the harvesting of old-growth trees in Fairy Creek and the Central Walbran Valley for two years.,2026-01-20 17:04:22.917602
/watch?v=0xfiAKfVMDY&pp=ygULZmFpcnkgY3JlZWs%3D,/@vancouversun674,Vancouver Sun,Premier responds to media questions on deferrals at Fairy Creek | Vancouver Sun,5.9K,4 years,Premier John Horgan will be available to media to respond to the Nations' request for deferrals in Fairy Creek. ___ About: Since ...,2026-01-20 17:04:22.919590
/watch?v=8UtxfGxac5M&pp=ygULZmFpcnkgY3JlZWs%3D,/@canadaisboring,Canada is Boring,The Battle of Fairy Creek,3,4 years,Right now an epic battle between environmental protestors and an injunction enforcing RCMP. Fairy Creek is home to some of the ...,2026-01-20 17:04:22.921223
/watch?v=YFkzC4s_-3U&pp=ygULZmFpcnkgY3JlZWs%3D,/@cbcbritishcolumbia,CBC British Columbia,WATCH LIVE: CBC Vancouver News at 6 for May 18  — Fairy creek blockade and tourism industry boost,7.1K,Streamed 4 years,Watch CBC Vancouver News at 6 with hosts Anita Bathe and Mike Killeen for the latest on the most important news stories ...,2026-01-20 17:04:22.924607
/watch?v=DlKIF1lJ7Zc&pp=ygULZmFpcnkgY3JlZWs%3D,/@roughcutsgarage,Rough Cuts Garage,RCMP Buzzes Fairy Creek Blockade,333,4 years,"In this episode of Rough Cuts, we take the ""Yota"" and explore around the local area around the Gordon River campout. We see ...",2026-01-20 17:04:22.925890
